web-scraper-order,web-scraper-start-url,name_of_location,food_address,phone_number,food_availability,food_coordinates,food_coordinates-href
"1588275637-1216","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(36.2991719,%20-119.1376785)"
"1588275637-428","https://ccfoodbank.org/food-locator/","","3315 W. Ashlan Ave.  Fresno,  CA 93722","","","",""
"1588275637-1219","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(37.2129139,%20-119.5170464)"
"1588275637-627","https://ccfoodbank.org/food-locator/","","","(559)237-3663 Ext. 1108","","",""
"1588275637-56","https://ccfoodbank.org/food-locator/","Episcopal Church of the Saviour","","","","",""
"1588275637-601","https://ccfoodbank.org/food-locator/","","","559-896-2691","","",""
"1588275637-354","https://ccfoodbank.org/food-locator/","","3362 E. Balch Ave.  Fresno,  CA 93702","","","",""
"1588275637-591","https://ccfoodbank.org/food-locator/","","","559-298-3097","","",""
"1588275637-864","https://ccfoodbank.org/food-locator/","","","","Open 1st Thursday / 3rd Thursday, 9am - 11am","",""
"1588275637-1327","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(36.753047,%20-120.382037)"
"1588275637-760","https://ccfoodbank.org/food-locator/","","","(559)237-3663 Ext. 1138","","",""
"1588275637-96","https://ccfoodbank.org/food-locator/","Hope Lutheran Church - USDA","","","","",""
"1588275637-8","https://ccfoodbank.org/food-locator/","Avenal Rotary Club","","","","",""
"1588275637-412","https://ccfoodbank.org/food-locator/","","3600 N. Fowler Ave.  Fresno,  CA 93727","","","",""
"1588275637-1076","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(36.8074281,%20-119.7601093)"
"1588275637-600","https://ccfoodbank.org/food-locator/","","","559--896-2691","","",""
"1588275637-951","https://ccfoodbank.org/food-locator/","","","","Open 1st Thursday, 9am - 12pm","",""
"1588275637-388","https://ccfoodbank.org/food-locator/","","224 E. Lemoore Ave.  Lemoore,  CA 93245","","","",""
"1588275637-462","https://ccfoodbank.org/food-locator/","","32410 Rock Hill Lan  Auberry,  CA 93602","","","",""
"1588275637-653","https://ccfoodbank.org/food-locator/","","","","","",""
"1588275637-104","https://ccfoodbank.org/food-locator/","Iglesia Cristiana Siervos de Cristo Inc. - Pantry","","","","",""
"1588275637-834","https://ccfoodbank.org/food-locator/","","","","Open 4th Friday 9am until food runs out (April 27th)","",""
"1588275637-747","https://ccfoodbank.org/food-locator/","","","559-717-8842","","",""
"1588275637-534","https://ccfoodbank.org/food-locator/","","","(559)237-3663 Ext. 1138","","",""
"1588275637-148","https://ccfoodbank.org/food-locator/","New Beginnings Baptist Church","","","","",""
"1588275637-1124","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(36.8254955,%20-119.718616)"
"1588275637-166","https://ccfoodbank.org/food-locator/","Porterville College","","","","",""
"1588275637-1113","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(36.4999062,%20-120.3899127)"
"1588275637-230","https://ccfoodbank.org/food-locator/","Three Rivers Bread Basket","","","","",""
"1588275637-339","https://ccfoodbank.org/food-locator/","","2530 W Fountain Way  Fresno,  CA 93705","","","",""
"1588275637-410","https://ccfoodbank.org/food-locator/","","101 W Clinton Ave,  Fresno,  CA 93705","","","",""
"1588275637-857","https://ccfoodbank.org/food-locator/","","","","Open 3rd Saturday, 8:30am -10:30am","",""
"1588275637-1006","https://ccfoodbank.org/food-locator/","","","","Open 1st Tuesday, 9am - 11am","",""
"1588275637-152","https://ccfoodbank.org/food-locator/","New Life Baptist Church","","","","",""
"1588275637-52","https://ccfoodbank.org/food-locator/","EOC - Orange Cove","","","","",""
"1588275637-482","https://ccfoodbank.org/food-locator/","","42675 Rd. 44  Reedley,  CA 93654","","","",""
"1588275637-1298","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(36.4520619,%20-119.4841758)"
"1588275637-1046","https://ccfoodbank.org/food-locator/","","","","Open Call for Assistance","",""
"1588275637-241","https://ccfoodbank.org/food-locator/","Visalia Charter Independent School","","","","",""
"1588275637-205","https://ccfoodbank.org/food-locator/","St. John's Missionary Baptist Tulare","","","","",""
"1588275637-844","https://ccfoodbank.org/food-locator/","","","","Open 2nd Monday, 10am - 12pm","",""
"1588275637-107","https://ccfoodbank.org/food-locator/","Iglesia de la Comunidad - USDA","","","","",""
"1588275637-619","https://ccfoodbank.org/food-locator/","","","(559)237-3663 Ext. 1138","","",""
"1588275637-853","https://ccfoodbank.org/food-locator/","","","","Open dates have been cancelled. Closed until further notice.","",""
"1588275637-568","https://ccfoodbank.org/food-locator/","","","559-923-1200","","",""
"1588275637-555","https://ccfoodbank.org/food-locator/","","","","","",""
"1588275637-69","https://ccfoodbank.org/food-locator/","First Christian Church-USDA
(@ Salazar Community Center)","","","","",""
"1588275637-306","https://ccfoodbank.org/food-locator/","","800 Dairy Ave.  Corcoran,  CA 93212","","","",""
"1588275637-1323","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(36.1995248,%20-120.1005049)"
"1588275637-701","https://ccfoodbank.org/food-locator/","","","(559)237-3663 Ext. 1108","","",""
"1588275637-85","https://ccfoodbank.org/food-locator/","God's Family Church","","","","",""
"1588275637-801","https://ccfoodbank.org/food-locator/","","","","Open 3rd Tuesday , 9am - 11am","",""
"1588275637-1232","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(36.0489004,%20-119.0161748)"
"1588275637-567","https://ccfoodbank.org/food-locator/","","","(559)237-3663 Ext. 1108","","",""
"1588275637-188","https://ccfoodbank.org/food-locator/","Selma Enhancement - USDA","","","","",""
"1588275637-850","https://ccfoodbank.org/food-locator/","","","","Open dates have been cancelled. Closed until further notice.","",""
"1588275637-970","https://ccfoodbank.org/food-locator/","","","","Open 1st Wednesday, 9am - 12pm","",""
"1588275637-134","https://ccfoodbank.org/food-locator/","Madera Housing Authority","","","","",""
"1588275637-943","https://ccfoodbank.org/food-locator/","","","","Open 3rd Friday, 1:00pm -3:00pm","",""
"1588275637-111","https://ccfoodbank.org/food-locator/","Image Church","","","","",""
"1588275637-1212","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(36.8005866,%20-119.8619032)"
"1588275637-368","https://ccfoodbank.org/food-locator/","","863 11th Street  Orange Cove,  CA 93646","","","",""
"1588275637-118","https://ccfoodbank.org/food-locator/","Kings Pantry Koinonia","","","","",""
"1588275637-867","https://ccfoodbank.org/food-locator/","","","","Open 3rd Thursday, 8am-11am","",""
"1588275637-598","https://ccfoodbank.org/food-locator/","","","(559)237-3663 Ext. 1108","","",""
"1588275637-738","https://ccfoodbank.org/food-locator/","","","559-896-1052","","",""
"1588275637-240","https://ccfoodbank.org/food-locator/","Victory Chapel","","","","",""
"1588275637-765","https://ccfoodbank.org/food-locator/","","","559-897-7961","","",""
"1588275637-294","https://ccfoodbank.org/food-locator/","","149 N. Fulton St.  Fresno,  CA 93703","","","",""
"1588275637-266","https://ccfoodbank.org/food-locator/","Placeholder store name","","","","",""
"1588275637-500","https://ccfoodbank.org/food-locator/","","3973 N. Cedar Ave.  Fresno,  CA 93726","","","",""
"1588275637-576","https://ccfoodbank.org/food-locator/","","","559-583-2530","","",""
"1588275637-1127","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(36.734176,%20-119.811098)"
"1588275637-175","https://ccfoodbank.org/food-locator/","Richgrove- Central Valley Farmworker Foundation (CVFF)","","","","",""
"1588275637-131","https://ccfoodbank.org/food-locator/","Living Word Hanford Christian Fellowship","","","","",""
"1588275637-1073","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(36.0022113,%20-120.1384060)"
"1588275637-938","https://ccfoodbank.org/food-locator/","","","","Open Every Thursday, 3-5pm","",""
"1588275637-1161","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(36.8164336,%20-119.7825024)"
"1588275637-1125","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(36.3317388,%20-119.3007077)"
"1588275637-11","https://ccfoodbank.org/food-locator/","Biola Community Center - Neighborhoood Market","","","","",""
"1588275637-162","https://ccfoodbank.org/food-locator/","Peanut Butter & Jelly Ministries","","","","",""
"1588275637-1217","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(36.72286,%20-119.7540637)"
"1588275637-1088","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(36.5383134,%20-119.8329245)"
"1588275637-656","https://ccfoodbank.org/food-locator/","","","559-299-4747","","",""
"1588275637-1257","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(36.3334779,%20-119.6494848)"
"1588275637-1000","https://ccfoodbank.org/food-locator/","","","","Open M-F 10am-1pm for food only","",""
"1588275637-1261","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(37.0462075,%20-119.4817539)"
"1588275637-1240","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(35.8025072,%20-119.1066683)"
"1588275637-896","https://ccfoodbank.org/food-locator/","","","","Open Last Saturday, 9am- 11 am","",""
"1588275637-898","https://ccfoodbank.org/food-locator/","","","","Open 2nd Tuesday, 1pm - 4pm","",""
"1588275637-398","https://ccfoodbank.org/food-locator/","","5140 N. Fruit Ave.  Fresno,  CA 93711","","","",""
"1588275637-748","https://ccfoodbank.org/food-locator/","","","559-387-5132","","",""
"1588275637-434","https://ccfoodbank.org/food-locator/","","1600 Willow Ave.  Clovis,  CA 93613","","","",""
"1588275637-999","https://ccfoodbank.org/food-locator/","","","","Open Wednesdays and Thursdays, 8:30am-11:30am","",""
"1588275637-411","https://ccfoodbank.org/food-locator/","","30598 E Kings Canyon  Valley,  CA 93675","","","",""
"1588275637-603","https://ccfoodbank.org/food-locator/","","","(559)237-3663 Ext. 1138","","",""
"1588275637-1310","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(36.2976495,%20-119.3269555)"
"1588275637-216","https://ccfoodbank.org/food-locator/","Teen Challenge Outreach","","","","",""
"1588275637-54","https://ccfoodbank.org/food-locator/","EOC - San Joaquin Veteran's Memorial Hall","","","","",""
"1588275637-682","https://ccfoodbank.org/food-locator/","","","559-896-6643","","",""
"1588275637-947","https://ccfoodbank.org/food-locator/","","","","Open 3rd Wednesday, 9-11am","",""
"1588275637-558","https://ccfoodbank.org/food-locator/","","","559-237-0851","","",""
"1588275637-714","https://ccfoodbank.org/food-locator/","","","","","",""
"1588275637-1312","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(36.299879,%20-119.34806)"
"1588275637-886","https://ccfoodbank.org/food-locator/","","","","Open dates cancelled. Closed until further notice.","",""
"1588275637-471","https://ccfoodbank.org/food-locator/","","310 S Blackstone.  Tulare,  CA 93274","","","",""
"1588275637-670","https://ccfoodbank.org/food-locator/","","","559-683-6262","","",""
"1588275637-673","https://ccfoodbank.org/food-locator/","","","559-251-5703","","",""
"1588275637-736","https://ccfoodbank.org/food-locator/","","","","","",""
"1588275637-564","https://ccfoodbank.org/food-locator/","","","559-438-5433","","",""
"1588275637-1002","https://ccfoodbank.org/food-locator/","","","","Open 2nd & 4th Wednesday, 2:30pm - 4:30pm","",""
"1588275637-824","https://ccfoodbank.org/food-locator/","","","","Open M-F

8:30am – 12:15pm

and

1:00pm-3:45pm","",""
"1588275637-733","https://ccfoodbank.org/food-locator/","","","559-783-8018","","",""
"1588275637-1263","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(36.2984696,%20-119.7963454)"
"1588275637-1111","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(35.8911149,%20-119.0412194)"
"1588275637-628","https://ccfoodbank.org/food-locator/","","","559-439-4320","","",""
"1588275637-1189","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(36.8357596,%20-119.7464634)"
"1588275637-285","https://ccfoodbank.org/food-locator/","","851 Van Ness Ave.  Fresno,  CA 93721","","","",""
"1588275637-739","https://ccfoodbank.org/food-locator/","","","(559)237-3663 Ext. 1108","","",""
"1588275637-532","https://ccfoodbank.org/food-locator/","","Placeholder for address","","","",""
"1588275637-982","https://ccfoodbank.org/food-locator/","","","","Open dates have been cancelled. Closed until further notice.","",""
"1588275637-1215","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(36.5887237,%20-119.6145539)"
"1588275637-1043","https://ccfoodbank.org/food-locator/","","","","Open 2nd Thursday, 1-3pm","",""
"1588275637-660","https://ccfoodbank.org/food-locator/","","","559-275-1972","","",""
"1588275637-677","https://ccfoodbank.org/food-locator/","","","559-332-2100","","",""
"1588275637-908","https://ccfoodbank.org/food-locator/","","","","Open call for asssistance","",""
"1588275637-1307","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(36.2955348,%20-119.2910572)"
"1588275637-865","https://ccfoodbank.org/food-locator/","","","","Open Monday through Friday, On an On-Call Basis","",""
"1588275637-589","https://ccfoodbank.org/food-locator/","","","559-277-3413","","",""
"1588275637-1289","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(36.6054262,%20-120.1872794)"
"1588275637-1209","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(36.7719098,%20-119.8136673)"
"1588275637-843","https://ccfoodbank.org/food-locator/","","","","Open Student Pantry (only available for COS students)","",""
"1588275637-1220","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(36.5454911,%20-119.3941012)"
"1588275637-1007","https://ccfoodbank.org/food-locator/","","","","Open 3rd Tuesday, 9:30am - 11:30am","",""
"1588275637-25","https://ccfoodbank.org/food-locator/","Caruthers United Methodist Church","","","","",""
"1588275637-1160","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(36.800657,%20-119.6970371)"
"1588275637-271","https://ccfoodbank.org/food-locator/","","13701 Hood Ave, Arm  Armona,  CA 93202","","","",""
"1588275637-139","https://ccfoodbank.org/food-locator/","Mary Ella Brown Community Center","","","","",""
"1588275637-422","https://ccfoodbank.org/food-locator/","","12588 Ave. 407 Catholic Church.  Cutler,  CA 93615","","","",""
"1588275637-429","https://ccfoodbank.org/food-locator/","","718 N.. Park St.  Pixley,  CA 93256","","","",""
"1588275637-746","https://ccfoodbank.org/food-locator/","","","","","",""
"1588275637-877","https://ccfoodbank.org/food-locator/","","","","Open 1st Wednesday, 9:00am -11:30am","",""
"1588275637-699","https://ccfoodbank.org/food-locator/","","","(559)237-3663 Ext. 1138","","",""
"1588275637-917","https://ccfoodbank.org/food-locator/","","","","Open Monday- Friday, 9a.m. - 12pm","",""
"1588275637-784","https://ccfoodbank.org/food-locator/","","","(559)237-3663 Ext. 1138","","",""
"1588275637-1055","https://ccfoodbank.org/food-locator/","","","","Open 4th Monday, 9:00am  - 12:00pm","",""
"1588275637-304","https://ccfoodbank.org/food-locator/","","35300 CA-41  Coarsegold,  California 93614","","","",""
"1588275637-384","https://ccfoodbank.org/food-locator/","","12628 Hanford Armona Road  Hanford,  CA 93230","","","",""
"1588275637-97","https://ccfoodbank.org/food-locator/","Hope Worldwide - Central Valley","","","","",""
"1588275637-705","https://ccfoodbank.org/food-locator/","","","(559)237-3663 Ext. 1108","","",""
"1588275637-609","https://ccfoodbank.org/food-locator/","","","(559)237-3663 Ext. 1108","","",""
"1588275637-214","https://ccfoodbank.org/food-locator/","Take It By Force - IPC Selma - Pantry","","","","",""
"1588275637-1080","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(36.064668,%20-119.063083)"
"1588275637-492","https://ccfoodbank.org/food-locator/","","1752 Fulton Street,  Fresno,  CA 93721","","","",""
"1588275637-503","https://ccfoodbank.org/food-locator/","","511 E. Malone St.   Hanford,  CA 93230","","","",""
"1588275637-905","https://ccfoodbank.org/food-locator/","","","","Open 3rd Tuesday, 4:00pm -7:00pm","",""
"1588275637-395","https://ccfoodbank.org/food-locator/","","Lincoln Park, Selma  Selma,  CA 93662","","","",""
"1588275637-1235","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(36.7168014,%20-119.7972941)"
"1588275637-102","https://ccfoodbank.org/food-locator/","Iglesia Buen Pastor - Neighborhood Market","","","","",""
"1588275637-1231","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(36.0489004,%20-119.0161748)"
"1588275637-766","https://ccfoodbank.org/food-locator/","","","559-229-8581","","",""
"1588275637-1097","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(36.7732321,%20-119.7597004)"
"1588275637-257","https://ccfoodbank.org/food-locator/","Westside Family Services - Coalinga  USDA","","","","",""
"1588275637-1015","https://ccfoodbank.org/food-locator/","","","","Open 4th Mondays, 2:30-4:30pm","",""
"1588275637-1030","https://ccfoodbank.org/food-locator/","","","","Open 4th Monday, 2:30-5pm","",""
"1588275637-617","https://ccfoodbank.org/food-locator/","","","559-276-7272","","",""
"1588275637-423","https://ccfoodbank.org/food-locator/","","41645 Rd Rd.  Orosi,  CA 93647","","","",""
"1588275637-353","https://ccfoodbank.org/food-locator/","","Avenue 310 & & Rd.  Visalia,  CA 93291","","","",""
"1588275637-523","https://ccfoodbank.org/food-locator/","","160 W. Elm Street  Coalinga,  CA 93210","","","",""
"1588275637-1019","https://ccfoodbank.org/food-locator/","","","","Open Open daily call for assistance","",""
"1588275637-12","https://ccfoodbank.org/food-locator/","Biola Community Center - USDA","","","","",""
"1588275637-1162","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(36.7325495,%20-119.7715789)"
"1588275637-495","https://ccfoodbank.org/food-locator/","","1501 W. Main St.  Visalia,  CA 93291","","","",""
"1588275637-1238","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(37.200443,%20-119.90578)"
"1588275637-734","https://ccfoodbank.org/food-locator/","","","","","",""
"1588275637-308","https://ccfoodbank.org/food-locator/","","1101 Letts Ave.  Corcoran,  CA 93212","","","",""
"1588275637-86","https://ccfoodbank.org/food-locator/","Good Neighbor Center, Inc. at Grace Community Church","","","","",""
"1588275637-950","https://ccfoodbank.org/food-locator/","","","","Open dates have been cancelled. Closed until further notice.","",""
"1588275637-708","https://ccfoodbank.org/food-locator/","","","","","",""
"1588275637-1185","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(36.435185,%20-119.922014)"
"1588275637-137","https://ccfoodbank.org/food-locator/","Malaga Community Center - USDA","","","","",""
"1588275637-259","https://ccfoodbank.org/food-locator/","Westside Family Services - Huron - Neighborhood Market","","","","",""
"1588275637-1300","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(36.8212544,%20-119.755464)"
"1588275637-39","https://ccfoodbank.org/food-locator/","Corcoran Emergency Aid","","","","",""
"1588275637-485","https://ccfoodbank.org/food-locator/","","4879 E. Kings Canyon Rd.  Fresno,  CA 93727","","","",""
"1588275637-1248","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(36.602968,%20-120.1884707)"
"1588275637-969","https://ccfoodbank.org/food-locator/","","","","Open Thursday, April 23rd: 9:30am","",""
"1588275637-962","https://ccfoodbank.org/food-locator/","","","","Open 3rd Tuesdays, 5:30pm - 7:30pm","",""
"1588275637-547","https://ccfoodbank.org/food-locator/","","","(559)237-3663 Ext. 1138","","",""
"1588275637-480","https://ccfoodbank.org/food-locator/","","8841 E Dinuba Ave,   Selma,  CA 93662","","","",""
"1588275637-461","https://ccfoodbank.org/food-locator/","","20855 S. Fatima Ave.  Laton,  CA 93242","","","",""
"1588275637-191","https://ccfoodbank.org/food-locator/","Seven Oaks Church","","","","",""
"1588275637-345","https://ccfoodbank.org/food-locator/","","3033 E Olive Ave,   Fresno,  CA 93701","","","",""
"1588275637-793","https://ccfoodbank.org/food-locator/","","","559-945-1022","","",""
"1588275637-990","https://ccfoodbank.org/food-locator/","","","","Open dates have been cancelled. Closed until further notice.","",""
"1588275637-588","https://ccfoodbank.org/food-locator/","","","559-584-7706","","",""
"1588275637-334","https://ccfoodbank.org/food-locator/","","1800 Sheridan Ave,   Selma,  CA 93662","","","",""
"1588275637-1004","https://ccfoodbank.org/food-locator/","","","","Open 4th Thursday at 8am","",""
"1588275637-157","https://ccfoodbank.org/food-locator/","Open Gate Ministries Orosi","","","","",""
"1588275637-918","https://ccfoodbank.org/food-locator/","","","","Open 3rd Thursday / 4th Tuesday, 9am - 12pm","",""
"1588275637-229","https://ccfoodbank.org/food-locator/","The Salvation Army Visalia - Pantry","","","","",""
"1588275637-281","https://ccfoodbank.org/food-locator/","","2005 W. Olive (Church Parking Lot.)  Porterville,  CA 93257","","","",""
"1588275637-697","https://ccfoodbank.org/food-locator/","","","(559)237-3663 Ext. 1138","","",""
"1588275637-772","https://ccfoodbank.org/food-locator/","","","559-412-8125","","",""
"1588275637-1319","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(36.7653071,%20-119.8456288)"
"1588275637-242","https://ccfoodbank.org/food-locator/","Visalia Community Church of Christ - Neighborhood Market","","","","",""
"1588275637-486","https://ccfoodbank.org/food-locator/","","12628 Hanford Armon  Hanford,  CA 93230","","","",""
"1588275637-1296","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(36.057986,%20-119.308774)"
"1588275637-223","https://ccfoodbank.org/food-locator/","The Salvation Army Clovis - USDA","","","","",""
"1588275637-1132","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(36.0022678,%20-120.1299689)"
"1588275637-63","https://ccfoodbank.org/food-locator/","Fellowship Missionary Baptist - Neighborhood Market","","","","",""
"1588275637-189","https://ccfoodbank.org/food-locator/","Selma Salvation Army","","","","",""
"1588275637-903","https://ccfoodbank.org/food-locator/","","","","Open 3rd Satudays, 10am - 12pm","",""
"1588275637-1177","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(36.6491066,%20-119.7912314)"
"1588275637-256","https://ccfoodbank.org/food-locator/","Westside Church of God - USDA","","","","",""
"1588275637-587","https://ccfoodbank.org/food-locator/","","","(559)237-3663 Ext. 1108","","",""
"1588275637-1192","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(36.7305077,%20-119.8045049)"
"1588275637-442","https://ccfoodbank.org/food-locator/","","Ringo Park, Selma,   Selma,  CA 93662","","","",""
"1588275637-255","https://ccfoodbank.org/food-locator/","West Park Community","","","","",""
"1588275637-941","https://ccfoodbank.org/food-locator/","","","","Open dates have been cancelled.  Closed until
further notice.","",""
"1588275637-785","https://ccfoodbank.org/food-locator/","","","559-275-1791","","",""
"1588275637-606","https://ccfoodbank.org/food-locator/","","","559-834-5541","","",""
"1588275637-10","https://ccfoodbank.org/food-locator/","Big Sandy Rancheria","","","","",""
"1588275637-514","https://ccfoodbank.org/food-locator/","","5201 Caldwell, Visa  Visalia,  CA 93277","","","",""
"1588275637-273","https://ccfoodbank.org/food-locator/","","1000 Skyline Blvd  Avenal,  CA 93204","","","",""
"1588275637-899","https://ccfoodbank.org/food-locator/","","","","Open 1st Tuesday, 8:00am  - 11:00am","",""
"1588275637-655","https://ccfoodbank.org/food-locator/","","","559-268-5125","","",""
"1588275637-1136","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(36.3860974,%20-119.025622)"
"1588275637-497","https://ccfoodbank.org/food-locator/","","200 S. Evans St.  Tipton,  CA 93272","","","",""
"1588275637-790","https://ccfoodbank.org/food-locator/","","","(559)237-3663 Ext. 1108","","",""
"1588275637-536","https://ccfoodbank.org/food-locator/","","","(559)237-3663 Ext. 1138","","",""
"1588275637-48","https://ccfoodbank.org/food-locator/","EOC - Cantua Creek","","","","",""
"1588275637-508","https://ccfoodbank.org/food-locator/","","3838 S. Court St.  Visalia,  CA 93277","","","",""
"1588275637-989","https://ccfoodbank.org/food-locator/","","","","Open 4th Monday, 12pm-3pm","",""
"1588275637-525","https://ccfoodbank.org/food-locator/","","16856 4th St.  Huron,  CA 93234","","","",""
"1588275637-288","https://ccfoodbank.org/food-locator/","","2540 S. 10th Street  Fresno,  CA 93725","","","",""
"1588275637-848","https://ccfoodbank.org/food-locator/","","","","Open dates have been cancelled. Closed until further notice.","",""
"1588275637-427","https://ccfoodbank.org/food-locator/","","2101 N. Fruit Ave.  Fresno,  CA 93705","","","",""
"1588275637-884","https://ccfoodbank.org/food-locator/","","","","Open 1st Saturday, 9am  - 11am","",""
"1588275637-985","https://ccfoodbank.org/food-locator/","","","","Open Call for distribution location and day","",""
"1588275637-1228","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(35.9734042,%20-119.2924068)"
"1588275637-53","https://ccfoodbank.org/food-locator/","EOC - Parlier","","","","",""
"1588275637-210","https://ccfoodbank.org/food-locator/","St. Rest Community Church  USDA","","","","",""
"1588275637-837","https://ccfoodbank.org/food-locator/","","","","Open dates have been cancelled. Closed until further notice.","",""
"1588275637-1202","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(36.6837614,%20-119.7296053)"
"1588275637-1016","https://ccfoodbank.org/food-locator/","","","","Open 1st & 3rd Wednesday, 9-11am","",""
"1588275637-233","https://ccfoodbank.org/food-locator/","Traver Food Pantry (KCAPS)","","","","",""
"1588275637-1295","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(36.4397755,%20-118.9070121)"
"1588275637-366","https://ccfoodbank.org/food-locator/","","230 N. Acacia st.  Woodlake,  CA 93286","","","",""
"1588275637-190","https://ccfoodbank.org/food-locator/","Selma Southern Baptist Church - IPC Selma","","","","",""
"1588275637-1292","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(36.2111597,%20-119.3450888)"
"1588275637-498","https://ccfoodbank.org/food-locator/","","3957 Kitchner Dr.  Traver,  CA 93674","","","",""
"1588275637-1260","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(36.4340345,%20-119.6909046)"
"1588275637-671","https://ccfoodbank.org/food-locator/","","","(559)237-3663 Ext. 1108","","",""
"1588275637-971","https://ccfoodbank.org/food-locator/","","","","Open 1st Tuesday, 9am - 12pm","",""
"1588275637-516","https://ccfoodbank.org/food-locator/","","1802 E. California Ave.  Fresno,  CA 93706","","","",""
"1588275637-612","https://ccfoodbank.org/food-locator/","","","559-229-5501","","",""
"1588275637-1085","https://ccfoodbank.org/food-locator/","","","","","Get Directions","https://maps.google.com/maps?daddr=(36.2041710,%20-119.3509880)"
"1588275637-991","https://ccfoodbank.org/food-locator/","","","","Open 1st & 3rd Thursday, 11am - 1pm","",""
"1588275637-135","https://ccfoodbank.org/food-locator/","Madera Islamic Center","","","","",""
"1588275637-1051","https://ccfoodbank.org/food-locator/","","","","Open Every
Friday, 3-4 pm","",""
"1588275637-193","https://ccfoodbank.org/food-locator/","Shepherd's Temple","","","","",""
